Year,Month,RecreationVisits,UnitCode
2001,10,55,KOVA
2001,11,55,KOVA
2001,12,45,KOVA
2002,1,50,KOVA
2002,2,100,KOVA
2002,3,300,KOVA
2002,4,500,KOVA
2002,5,676,KOVA
2002,6,291,KOVA
2002,7,661,KOVA
2002,8,738,KOVA
2002,9,400,KOVA
2002,10,55,KOVA
2002,11,200,KOVA
2002,12,75,KOVA
2003,1,80,KOVA
2003,2,100,KOVA
2003,3,200,KOVA
2003,4,300,KOVA
2003,5,435,KOVA
2003,6,650,KOVA
2003,7,719,KOVA
2003,8,749,KOVA
2003,9,500,KOVA
2003,10,100,KOVA
2003,11,82,KOVA
2003,12,91,KOVA
2004,1,90,KOVA
2004,2,99,KOVA
2004,3,260,KOVA
2004,4,258,KOVA
2004,5,183,KOVA
2004,6,650,KOVA
2004,7,800,KOVA
2004,8,700,KOVA
2004,9,700,KOVA
2004,10,820,KOVA
2004,11,96,KOVA
2004,12,88,KOVA
2005,1,94,KOVA
2005,2,110,KOVA
2005,3,274,KOVA
2005,4,268,KOVA
2005,5,220,KOVA
2005,6,538,KOVA
2005,7,820,KOVA
2005,8,719,KOVA
2005,9,780,KOVA
2005,10,968,KOVA
2005,11,141,KOVA
2005,12,105,KOVA
2006,1,101,KOVA
2006,2,121,KOVA
2006,3,177,KOVA
2006,4,126,KOVA
2006,5,132,KOVA
2006,6,564,KOVA
2006,7,430,KOVA
2006,8,489,KOVA
2006,9,530,KOVA
2006,10,160,KOVA
2006,11,125,KOVA
2006,12,50,KOVA
2007,1,21,KOVA
2007,2,20,KOVA
2007,3,46,KOVA
2007,4,53,KOVA
2007,5,63,KOVA
2007,6,81,KOVA
2007,7,144,KOVA
2007,8,141,KOVA
2007,9,67,KOVA
2007,10,100,KOVA
2007,11,78,KOVA
2007,12,33,KOVA
2008,1,61,KOVA
2008,2,70,KOVA
2008,3,95,KOVA
2008,4,45,KOVA
2008,5,66,KOVA
2008,6,165,KOVA
2008,7,293,KOVA
2008,8,247,KOVA
2008,9,259,KOVA
2008,10,106,KOVA
2008,11,80,KOVA
2008,12,78,KOVA
2009,1,84,KOVA
2009,2,48,KOVA
2009,3,58,KOVA
2009,4,85,KOVA
2009,5,85,KOVA
2009,6,323,KOVA
2009,7,277,KOVA
2009,8,290,KOVA
2009,9,112,KOVA
2009,10,212,KOVA
2009,11,128,KOVA
2009,12,177,KOVA
2010,1,101,KOVA
2010,2,101,KOVA
2010,3,133,KOVA
2010,4,265,KOVA
2010,5,223,KOVA
2010,6,268,KOVA
2010,7,288,KOVA
2010,8,279,KOVA
2010,9,413,KOVA
2010,10,419,KOVA
2010,11,379,KOVA
2010,12,295,KOVA
2011,1,253,KOVA
2011,2,455,KOVA
2011,3,650,KOVA
2011,4,699,KOVA
2011,5,728,KOVA
2011,6,1200,KOVA
2011,7,1250,KOVA
2011,8,1150,KOVA
2011,9,1300,KOVA
2011,10,1400,KOVA
2011,11,1200,KOVA
2011,12,1200,KOVA
2012,1,1050,KOVA
2012,2,1000,KOVA
2012,3,1400,KOVA
2012,4,1600,KOVA
2012,5,1600,KOVA
2012,6,2300,KOVA
2012,7,3000,KOVA
2012,8,3700,KOVA
2012,9,4400,KOVA
2012,10,3800,KOVA
2012,11,3200,KOVA
2012,12,2500,KOVA
2013,1,2900,KOVA
2013,2,900,KOVA
2013,3,925,KOVA
2013,4,900,KOVA
2013,5,950,KOVA
2013,6,800,KOVA
2013,7,900,KOVA
2013,8,800,KOVA
2013,9,1150,KOVA
2013,10,1250,KOVA
2013,11,4200,KOVA
2013,12,1200,KOVA
2014,1,0,KOVA
2014,2,0,KOVA
2014,3,0,KOVA
2014,4,0,KOVA
2014,5,0,KOVA
2014,6,0,KOVA
2014,7,0,KOVA
2014,8,0,KOVA
2014,9,0,KOVA
2014,10,0,KOVA
2014,11,0,KOVA
2014,12,0,KOVA
2015,1,0,KOVA
2015,2,0,KOVA
2015,3,0,KOVA
2015,4,0,KOVA
2015,5,0,KOVA
2015,6,0,KOVA
2015,7,0,KOVA
2015,8,0,KOVA
2015,9,0,KOVA
2015,10,0,KOVA
2015,11,0,KOVA
2015,12,0,KOVA
2016,1,1400,KOVA
2016,2,800,KOVA
2016,3,900,KOVA
2016,4,900,KOVA
2016,5,900,KOVA
2016,6,1200,KOVA
2016,7,1500,KOVA
2016,8,1600,KOVA
2016,9,1600,KOVA
2016,10,1800,KOVA
2016,11,1500,KOVA
2016,12,1400,KOVA
2017,1,1400,KOVA
2017,2,800,KOVA
2017,3,900,KOVA
2017,4,900,KOVA
2017,5,900,KOVA
2017,6,1200,KOVA
2017,7,1500,KOVA
2017,8,1600,KOVA
2017,9,1600,KOVA
2017,10,1800,KOVA
2017,11,1500,KOVA
2017,12,1400,KOVA
2018,1,1089,KOVA
2018,2,691,KOVA
2018,3,771,KOVA
2018,4,858,KOVA
2018,5,825,KOVA
2018,6,1274,KOVA
2018,7,1507,KOVA
2018,8,1541,KOVA
2018,9,1404,KOVA
2018,10,1880,KOVA
2018,11,1652,KOVA
2018,12,1445,KOVA
2019,1,1098,KOVA
2019,2,695,KOVA
2019,3,764,KOVA
2019,4,808,KOVA
2019,5,778,KOVA
2019,6,1398,KOVA
2019,7,1750,KOVA
2019,8,1770,KOVA
2019,9,1538,KOVA
2019,10,1987,KOVA
2019,11,1569,KOVA
2019,12,1611,KOVA
2020,1,1204,KOVA
2020,2,733,KOVA
2020,3,267,KOVA
2020,4,282,KOVA
2020,5,272,KOVA
2020,6,490,KOVA
2020,7,612,KOVA
2020,8,620,KOVA
2020,9,1538,KOVA
2020,10,1987,KOVA
2020,11,1569,KOVA
2020,12,1611,KOVA
2021,1,1100,KOVA
2021,2,695,KOVA
2021,3,764,KOVA
2021,4,282,KOVA
2021,5,272,KOVA
2021,6,490,KOVA
2021,7,612,KOVA
2021,8,620,KOVA
2021,9,1538,KOVA
2021,10,1987,KOVA
2021,11,1569,KOVA
2021,12,1611,KOVA
2022,1,1098,KOVA
2022,2,695,KOVA
2022,3,819,KOVA
2022,4,880,KOVA
2022,5,925,KOVA
2022,6,1552,KOVA
2022,7,1915,KOVA
2022,8,2041,KOVA
2022,9,1650,KOVA
2022,10,2049,KOVA
2022,11,1596,KOVA
2022,12,1705,KOVA
2023,1,1246,KOVA
2023,2,733,KOVA
2023,3,882,KOVA
2023,4,992,KOVA
2023,5,1034,KOVA
2023,6,1765,KOVA
2023,7,1771,KOVA
2023,8,2159,KOVA
2023,9,1776,KOVA
2023,10,1951,KOVA
2023,11,1595,KOVA
2023,12,1712,KOVA
1982,1,230,LACL
1982,2,204,LACL
1982,3,221,LACL
1982,4,170,LACL
1982,5,190,LACL
1982,6,1636,LACL
1982,7,2272,LACL
1982,8,2669,LACL
1982,9,1873,LACL
1982,10,437,LACL
1982,11,250,LACL
1982,12,288,LACL
1983,1,295,LACL
1983,2,300,LACL
1983,3,300,LACL
1983,4,275,LACL
1983,5,305,LACL
1983,6,1661,LACL
1983,7,3369,LACL
1983,8,2970,LACL
1983,9,1981,LACL
1983,10,345,LACL
1983,11,227,LACL
1983,12,304,LACL
1984,1,222,LACL
1984,2,225,LACL
1984,3,367,LACL
1984,4,362,LACL
1984,5,347,LACL
1984,6,1877,LACL
1984,7,2410,LACL
1984,8,3115,LACL
1984,9,2474,LACL
1984,10,590,LACL
1984,11,237,LACL
1984,12,279,LACL
1985,1,311,LACL
1985,2,240,LACL
1985,3,392,LACL
1985,4,375,LACL
1985,5,258,LACL
1985,6,1281,LACL
1985,7,2453,LACL
1985,8,3191,LACL
1985,9,3089,LACL
1985,10,595,LACL
1985,11,237,LACL
1985,12,279,LACL
1986,1,311,LACL
1986,2,240,LACL
1986,3,392,LACL
1986,4,138,LACL
1986,5,397,LACL
1986,6,2229,LACL
1986,7,3411,LACL
1986,8,1990,LACL
1986,9,3111,LACL
1986,10,595,LACL
1986,11,279,LACL
1986,12,518,LACL
1987,1,392,LACL
1987,2,399,LACL
1987,3,819,LACL
1987,4,522,LACL
1987,5,670,LACL
1987,6,2231,LACL
1987,7,3062,LACL
1987,8,3606,LACL
1987,9,2784,LACL
1987,10,1001,LACL
1987,11,415,LACL
1987,12,517,LACL
1988,1,439,LACL
1988,2,420,LACL
1988,3,504,LACL
1988,4,451,LACL
1988,5,582,LACL
1988,6,4163,LACL
1988,7,3306,LACL
1988,8,3249,LACL
1988,9,3777,LACL
1988,10,1005,LACL
1988,11,420,LACL
1988,12,547,LACL
1989,1,292,LACL
1989,2,393,LACL
1989,3,309,LACL
1989,4,277,LACL
1989,5,580,LACL
1989,6,2600,LACL
1989,7,2613,LACL
1989,8,2585,LACL
1989,9,2802,LACL
1989,10,1364,LACL
1989,11,570,LACL
1989,12,494,LACL
1990,1,311,LACL
1990,2,405,LACL
1990,3,319,LACL
1990,4,287,LACL
1990,5,279,LACL
1990,6,1525,LACL
1990,7,1913,LACL
1990,8,1913,LACL
1990,9,2367,LACL
1990,10,429,LACL
1990,11,258,LACL
1990,12,190,LACL
1991,1,24,LACL
1991,2,4,LACL
1991,3,27,LACL
1991,4,26,LACL
1991,5,47,LACL
1991,6,716,LACL
1991,7,1236,LACL
1991,8,1088,LACL
1991,9,878,LACL
1991,10,40,LACL
1991,11,19,LACL
1991,12,28,LACL
1992,1,33,LACL
1992,2,25,LACL
1992,3,26,LACL
1992,4,14,LACL
1992,5,49,LACL
1992,6,1390,LACL
1992,7,2297,LACL
1992,8,2336,LACL
1992,9,2199,LACL
1992,10,434,LACL
1992,11,300,LACL
1992,12,130,LACL
1993,1,91,LACL
1993,2,136,LACL
1993,3,129,LACL
1993,4,84,LACL
1993,5,435,LACL
1993,6,1667,LACL
1993,7,2197,LACL
1993,8,3502,LACL
1993,9,3029,LACL
1993,10,437,LACL
1993,11,297,LACL
1993,12,149,LACL
1994,1,80,LACL
1994,2,140,LACL
1994,3,150,LACL
1994,4,168,LACL
1994,5,252,LACL
1994,6,1942,LACL
1994,7,2739,LACL
1994,8,3070,LACL
1994,9,2992,LACL
1994,10,310,LACL
1994,11,150,LACL
1994,12,150,LACL
1995,1,100,LACL
1995,2,125,LACL
1995,3,130,LACL
1995,4,150,LACL
1995,5,420,LACL
1995,6,1968,LACL
1995,7,2759,LACL
1995,8,3334,LACL
1995,9,2944,LACL
1995,10,315,LACL
1995,11,250,LACL
1995,12,203,LACL
1996,1,100,LACL
1996,2,125,LACL
1996,3,150,LACL
1996,4,100,LACL
1996,5,150,LACL
1996,6,1176,LACL
1996,7,2497,LACL
1996,8,3295,LACL
1996,9,4307,LACL
1996,10,367,LACL
1996,11,250,LACL
1996,12,210,LACL
1997,1,100,LACL
1997,2,150,LACL
1997,3,150,LACL
1997,4,150,LACL
1997,5,210,LACL
1997,6,1340,LACL
1997,7,2644,LACL
1997,8,3300,LACL
1997,9,404,LACL
1997,10,200,LACL
1997,11,250,LACL
1997,12,275,LACL
1998,1,135,LACL
1998,2,135,LACL
1998,3,150,LACL
1998,4,165,LACL
1998,5,220,LACL
1998,6,1570,LACL
1998,7,2600,LACL
1998,8,3350,LACL
1998,9,2400,LACL
1998,10,210,LACL
1998,11,190,LACL
1998,12,210,LACL
1999,1,120,LACL
1999,2,145,LACL
1999,3,150,LACL
1999,4,150,LACL
1999,5,250,LACL
1999,6,590,LACL
1999,7,857,LACL
1999,8,918,LACL
1999,9,2400,LACL
1999,10,210,LACL
1999,11,190,LACL
1999,12,210,LACL
2000,1,210,LACL
2000,2,150,LACL
2000,3,150,LACL
2000,4,150,LACL
2000,5,250,LACL
2000,6,844,LACL
2000,7,884,LACL
2000,8,920,LACL
2000,9,2400,LACL
2000,10,210,LACL
2000,11,150,LACL
2000,12,175,LACL
2001,1,180,LACL
2001,2,180,LACL
2001,3,150,LACL
2001,4,150,LACL
2001,5,250,LACL
2001,6,954,LACL
2001,7,791,LACL
2001,8,787,LACL
2001,9,445,LACL
2001,10,210,LACL
2001,11,150,LACL
2001,12,150,LACL
2002,1,175,LACL
2002,2,150,LACL
2002,3,150,LACL
2002,4,150,LACL
2002,5,250,LACL
2002,6,960,LACL
2002,7,775,LACL
2002,8,775,LACL
2002,9,420,LACL
2002,10,220,LACL
2002,11,150,LACL
2002,12,150,LACL
2003,1,115,LACL
2003,2,150,LACL
2003,3,150,LACL
2003,4,120,LACL
2003,5,200,LACL
2003,6,960,LACL
2003,7,850,LACL
2003,8,750,LACL
2003,9,620,LACL
2003,10,220,LACL
2003,11,180,LACL
2003,12,190,LACL
2004,1,210,LACL
2004,2,175,LACL
2004,3,180,LACL
2004,4,156,LACL
2004,5,200,LACL
2004,6,980,LACL
2004,7,900,LACL
2004,8,875,LACL
2004,9,710,LACL
2004,10,220,LACL
2004,11,125,LACL
2004,12,175,LACL
2005,1,145,LACL
2005,2,160,LACL
2005,3,180,LACL
2005,4,160,LACL
2005,5,200,LACL
2005,6,1023,LACL
2005,7,1100,LACL
2005,8,990,LACL
2005,9,980,LACL
2005,10,220,LACL
2005,11,125,LACL
2005,12,125,LACL
2006,1,130,LACL
2006,2,145,LACL
2006,3,180,LACL
2006,4,175,LACL
2006,5,220,LACL
2006,6,895,LACL
2006,7,1075,LACL
2006,8,1010,LACL
2006,9,970,LACL
2006,10,225,LACL
2006,11,140,LACL
2006,12,155,LACL
2007,1,165,LACL
2007,2,145,LACL
2007,3,175,LACL
2007,4,160,LACL
2007,5,225,LACL
2007,6,735,LACL
2007,7,1240,LACL
2007,8,1205,LACL
2007,9,974,LACL
2007,10,230,LACL
2007,11,150,LACL
2007,12,145,LACL
2008,1,140,LACL
2008,2,140,LACL
2008,3,185,LACL
2008,4,170,LACL
2008,5,244,LACL
2008,6,730,LACL
2008,7,1255,LACL
2008,8,1270,LACL
2008,9,1210,LACL
2008,10,1158,LACL
2008,11,150,LACL
2008,12,150,LACL
2009,1,153,LACL
2009,2,160,LACL
2009,3,197,LACL
2009,4,175,LACL
2009,5,525,LACL
2009,6,1687,LACL
2009,7,2024,LACL
2009,8,2430,LACL
2009,9,1625,LACL
2009,10,450,LACL
2009,11,135,LACL
2009,12,150,LACL
2010,1,80,LACL
2010,2,120,LACL
2010,3,175,LACL
2010,4,165,LACL
2010,5,600,LACL
2010,6,1588,LACL
2010,7,2309,LACL
2010,8,2580,LACL
2010,9,1564,LACL
2010,10,450,LACL
2010,11,150,LACL
2010,12,150,LACL
2011,1,175,LACL
2011,2,160,LACL
2011,3,220,LACL
2011,4,235,LACL
2011,5,645,LACL
2011,6,425,LACL
2011,7,1642,LACL
2011,8,795,LACL
2011,9,161,LACL
2011,10,400,LACL
2011,11,150,LACL
2011,12,150,LACL
2012,1,120,LACL
2012,2,205,LACL
2012,3,245,LACL
2012,4,280,LACL
2012,5,765,LACL
2012,6,1802,LACL
2012,7,2846,LACL
2012,8,3533,LACL
2012,9,1501,LACL
2012,10,65,LACL
2012,11,145,LACL
2012,12,132,LACL
2013,1,135,LACL
2013,2,230,LACL
2013,3,300,LACL
2013,4,310,LACL
2013,5,565,LACL
2013,6,1980,LACL
2013,7,3023,LACL
2013,8,3492,LACL
2013,9,2003,LACL
2013,10,521,LACL
2013,11,216,LACL
2013,12,225,LACL
2014,1,131,LACL
2014,2,183,LACL
2014,3,279,LACL
2014,4,263,LACL
2014,5,494,LACL
2014,6,2581,LACL
2014,7,4925,LACL
2014,8,4711,LACL
2014,9,1969,LACL
2014,10,202,LACL
2014,11,176,LACL
2014,12,186,LACL
2015,1,134,LACL
2015,2,185,LACL
2015,3,281,LACL
2015,4,275,LACL
2015,5,502,LACL
2015,6,3336,LACL
2015,7,5296,LACL
2015,8,5031,LACL
2015,9,2112,LACL
2015,10,263,LACL
2015,11,207,LACL
2015,12,196,LACL
2016,1,147,LACL
2016,2,203,LACL
2016,3,309,LACL
2016,4,298,LACL
2016,5,596,LACL
2016,6,3647,LACL
2016,7,5982,LACL
2016,8,6188,LACL
2016,9,2989,LACL
2016,10,301,LACL
2016,11,227,LACL
2016,12,215,LACL
2017,1,171,LACL
2017,2,233,LACL
2017,3,348,LACL
2017,4,336,LACL
2017,5,660,LACL
2017,6,3992,LACL
2017,7,6336,LACL
2017,8,6764,LACL
2017,9,3148,LACL
2017,10,264,LACL
2017,11,258,LACL
2017,12,245,LACL
2018,1,0,LACL
2018,2,148,LACL
2018,3,222,LACL
2018,4,215,LACL
2018,5,452,LACL
2018,6,2454,LACL
2018,7,3925,LACL
2018,8,4459,LACL
2018,9,2114,LACL
2018,10,207,LACL
2018,11,164,LACL
2018,12,119,LACL
2019,1,0,LACL
2019,2,0,LACL
2019,3,0,LACL
2019,4,0,LACL
2019,5,367,LACL
2019,6,3751,LACL
2019,7,5114,LACL
2019,8,5580,LACL
2019,9,2345,LACL
2019,10,0,LACL
2019,11,0,LACL
2019,12,0,LACL
2020,1,147,LACL
2020,2,203,LACL
2020,3,309,LACL
2020,4,0,LACL
2020,5,6,LACL
2020,6,254,LACL
2020,7,1482,LACL
2020,8,1418,LACL
2020,9,902,LACL
2020,10,0,LACL
2020,11,227,LACL
2020,12,0,LACL
2021,1,0,LACL
2021,2,0,LACL
2021,3,0,LACL
2021,4,0,LACL
2021,5,231,LACL
2021,6,4461,LACL
2021,7,5113,LACL
2021,8,5715,LACL
2021,9,2459,LACL
2021,10,299,LACL
2021,11,0,LACL
2021,12,0,LACL
2022,1,0,LACL
2022,2,6,LACL
2022,3,8,LACL
2022,4,26,LACL
2022,5,788,LACL
2022,6,4461,LACL
2022,7,5650,LACL
2022,8,4975,LACL
2022,9,1986,LACL
2022,10,287,LACL
2022,11,0,LACL
2022,12,0,LACL
2023,1,0,LACL
2023,2,0,LACL
2023,3,0,LACL
2023,4,6,LACL
2023,5,325,LACL
2023,6,4271,LACL
2023,7,5636,LACL
2023,8,4798,LACL
2023,9,1631,LACL
2023,10,61,LACL
2023,11,0,LACL
2023,12,0,LACL
1979,1,22948,LAVO
1979,2,20517,LAVO
1979,3,14601,LAVO
1979,4,10746,LAVO
1979,5,11302,LAVO
1979,6,44720,LAVO
1979,7,71374,LAVO
1979,8,85514,LAVO
1979,9,56026,LAVO
1979,10,24451,LAVO
1979,11,9160,LAVO
1979,12,8655,LAVO
1980,1,20881,LAVO
1980,2,16295,LAVO
1980,3,18737,LAVO
1980,4,10874,LAVO
1980,5,12253,LAVO
1980,6,44966,LAVO
1980,7,78293,LAVO
1980,8,88487,LAVO
1980,9,55907,LAVO
1980,10,21550,LAVO
1980,11,10080,LAVO
1980,12,16102,LAVO
1981,1,19093,LAVO
1981,2,27359,LAVO
1981,3,15812,LAVO
1981,4,14501,LAVO
1981,5,16801,LAVO
1981,6,50258,LAVO
1981,7,84309,LAVO
1981,8,89715,LAVO
1981,9,52204,LAVO
1981,10,20097,LAVO
1981,11,10243,LAVO
1981,12,14653,LAVO
1982,1,20150,LAVO
1982,2,17318,LAVO
1982,3,12535,LAVO
1982,4,7830,LAVO
1982,5,11088,LAVO
1982,6,43581,LAVO
1982,7,91128,LAVO
1982,8,91506,LAVO
1982,9,64048,LAVO
1982,10,21482,LAVO
1982,11,13846,LAVO
1982,12,20347,LAVO
1983,1,29141,LAVO
1983,2,24445,LAVO
1983,3,17131,LAVO
1983,4,16816,LAVO
1983,5,10457,LAVO
1983,6,33064,LAVO
1983,7,78365,LAVO
1983,8,90888,LAVO
1983,9,67114,LAVO
1983,10,26010,LAVO
1983,11,17307,LAVO
1983,12,19129,LAVO
1984,1,30588,LAVO
1984,2,22923,LAVO
1984,3,18566,LAVO
1984,4,14988,LAVO
1984,5,16557,LAVO
1984,6,48210,LAVO
1984,7,90408,LAVO
1984,8,99345,LAVO
1984,9,57198,LAVO
1984,10,20694,LAVO
1984,11,15420,LAVO
1984,12,28378,LAVO
1985,1,31239,LAVO
1985,2,23366,LAVO
1985,3,16207,LAVO
1985,4,11749,LAVO
1985,5,26384,LAVO
1985,6,52068,LAVO
1985,7,86796,LAVO
1985,8,89822,LAVO
1985,9,56650,LAVO
1985,10,22984,LAVO
1985,11,7236,LAVO
1985,12,26996,LAVO
1986,1,21531,LAVO
1986,2,19152,LAVO
1986,3,21528,LAVO
1986,4,11637,LAVO
1986,5,19632,LAVO
1986,6,48147,LAVO
1986,7,95167,LAVO
1986,8,99230,LAVO
1986,9,57820,LAVO
1986,10,22512,LAVO
1986,11,11529,LAVO
1986,12,11838,LAVO
1987,1,22367,LAVO
1987,2,22453,LAVO
1987,3,18059,LAVO
1987,4,17094,LAVO
1987,5,33162,LAVO
1987,6,58357,LAVO
1987,7,89569,LAVO
1987,8,102701,LAVO
1987,9,54022,LAVO
1987,10,27398,LAVO
1987,11,12933,LAVO
1987,12,14316,LAVO
1988,1,25002,LAVO
1988,2,23577,LAVO
1988,3,13647,LAVO
1988,4,10059,LAVO
1988,5,24894,LAVO
1988,6,69321,LAVO
1988,7,100712,LAVO
1988,8,106135,LAVO
1988,9,58432,LAVO
1988,10,34823,LAVO
1988,11,16446,LAVO
1988,12,12580,LAVO
1989,1,21739,LAVO
1989,2,20611,LAVO
1989,3,16028,LAVO
1989,4,12918,LAVO
1989,5,25749,LAVO
1989,6,62309,LAVO
1989,7,94132,LAVO
1989,8,97916,LAVO
1989,9,67265,LAVO
1989,10,28809,LAVO
1989,11,9777,LAVO
1989,12,8862,LAVO
1990,1,16414,LAVO
1990,2,19210,LAVO
1990,3,15164,LAVO
1990,4,12644,LAVO
1990,5,24956,LAVO
1990,6,58689,LAVO
1990,7,101633,LAVO
1990,8,90707,LAVO
1990,9,66759,LAVO
1990,10,32766,LAVO
1990,11,12198,LAVO
1990,12,9777,LAVO
1991,1,9186,LAVO
1991,2,8307,LAVO
1991,3,24226,LAVO
1991,4,11533,LAVO
1991,5,22124,LAVO
1991,6,51216,LAVO
1991,7,98460,LAVO
1991,8,110739,LAVO
1991,9,68746,LAVO
1991,10,35830,LAVO
1991,11,10427,LAVO
1991,12,12385,LAVO
1992,1,22682,LAVO
1992,2,21960,LAVO
1992,3,15530,LAVO
1992,4,13316,LAVO
1992,5,30906,LAVO
1992,6,62316,LAVO
1992,7,90437,LAVO
1992,8,92052,LAVO
1992,9,60165,LAVO
1992,10,32731,LAVO
1992,11,10838,LAVO
1992,12,15078,LAVO
1993,1,17267,LAVO
1993,2,18225,LAVO
1993,3,15394,LAVO
1993,4,10755,LAVO
1993,5,15543,LAVO
1993,6,37410,LAVO
1993,7,94632,LAVO
1993,8,101554,LAVO
1993,9,74136,LAVO
1993,10,31345,LAVO
1993,11,10649,LAVO
1993,12,7354,LAVO
1994,1,10657,LAVO
1994,2,7457,LAVO
1994,3,6970,LAVO
1994,4,10125,LAVO
1994,5,27199,LAVO
1994,6,61816,LAVO
1994,7,80683,LAVO
1994,8,93276,LAVO
1994,9,49622,LAVO
1994,10,24729,LAVO
1994,11,6119,LAVO
1994,12,6836,LAVO
1995,1,5757,LAVO
1995,2,8803,LAVO
1995,3,5115,LAVO
1995,4,5996,LAVO
1995,5,14145,LAVO
1995,6,25848,LAVO
1995,7,74212,LAVO
1995,8,99187,LAVO
1995,9,71827,LAVO
1995,10,31283,LAVO
1995,11,7073,LAVO
1995,12,1755,LAVO
1996,1,3470,LAVO
1996,2,5773,LAVO
1996,3,6809,LAVO
1996,4,4650,LAVO
1996,5,12437,LAVO
1996,6,35083,LAVO
1996,7,88750,LAVO
1996,8,97312,LAVO
1996,9,62095,LAVO
1996,10,25710,LAVO
1996,11,4962,LAVO
1996,12,4581,LAVO
1997,1,2596,LAVO
1997,2,5009,LAVO
1997,3,5474,LAVO
1997,4,5381,LAVO
1997,5,18595,LAVO
1997,6,61923,LAVO
1997,7,97613,LAVO
1997,8,104750,LAVO
1997,9,44010,LAVO
1997,10,27271,LAVO
1997,11,10515,LAVO
1997,12,8679,LAVO
1998,1,6963,LAVO
1998,2,6260,LAVO
1998,3,10618,LAVO
1998,4,12012,LAVO
1998,5,10383,LAVO
1998,6,24921,LAVO
1998,7,72179,LAVO
1998,8,79809,LAVO
1998,9,57388,LAVO
1998,10,23696,LAVO
1998,11,6578,LAVO
1998,12,7242,LAVO
1999,1,7984,LAVO
1999,2,5431,LAVO
1999,3,5811,LAVO
1999,4,5826,LAVO
1999,5,17568,LAVO
1999,6,41215,LAVO
1999,7,84288,LAVO
1999,8,83530,LAVO
1999,9,52602,LAVO
1999,10,30677,LAVO
1999,11,10292,LAVO
1999,12,8532,LAVO
2000,1,6132,LAVO
2000,2,7839,LAVO
2000,3,8370,LAVO
2000,4,9920,LAVO
2000,5,22861,LAVO
2000,6,57636,LAVO
2000,7,91297,LAVO
2000,8,73770,LAVO
2000,9,53677,LAVO
2000,10,26221,LAVO
2000,11,8743,LAVO
2000,12,8445,LAVO
2001,1,5862,LAVO
2001,2,6417,LAVO
2001,3,7785,LAVO
2001,4,6875,LAVO
2001,5,25775,LAVO
2001,6,54387,LAVO
2001,7,84823,LAVO
2001,8,81285,LAVO
2001,9,55552,LAVO
2001,10,29998,LAVO
2001,11,10166,LAVO
2001,12,7770,LAVO
2002,1,7941,LAVO
2002,2,6840,LAVO
2002,3,7506,LAVO
2002,4,8520,LAVO
2002,5,23456,LAVO
2002,6,51294,LAVO
2002,7,91554,LAVO
2002,8,82452,LAVO
2002,9,59986,LAVO
2002,10,32275,LAVO
2002,11,10322,LAVO
2002,12,6003,LAVO
2003,1,8046,LAVO
2003,2,7068,LAVO
2003,3,7294,LAVO
2003,4,8403,LAVO
2003,5,19656,LAVO
2003,6,49339,LAVO
2003,7,94453,LAVO
2003,8,91650,LAVO
2003,9,72273,LAVO
2003,10,31890,LAVO
2003,11,7748,LAVO
2003,12,6564,LAVO
2004,1,7318,LAVO
2004,2,4934,LAVO
2004,3,7612,LAVO
2004,4,9552,LAVO
2004,5,24648,LAVO
2004,6,54481,LAVO
2004,7,88936,LAVO
2004,8,83013,LAVO
2004,9,57542,LAVO
2004,10,27231,LAVO
2004,11,7881,LAVO
2004,12,6519,LAVO
2005,1,7207,LAVO
2005,2,5946,LAVO
2005,3,7146,LAVO
2005,4,7620,LAVO
2005,5,21294,LAVO
2005,6,49790,LAVO
2005,7,90440,LAVO
2005,8,81669,LAVO
2005,9,53655,LAVO
2005,10,27263,LAVO
2005,11,7955,LAVO
2005,12,5550,LAVO
2006,1,6795,LAVO
2006,2,6231,LAVO
2006,3,6289,LAVO
2006,4,7186,LAVO
2006,5,20568,LAVO
2006,6,43326,LAVO
2006,7,95757,LAVO
2006,8,85089,LAVO
2006,9,69602,LAVO
2006,10,34044,LAVO
2006,11,7857,LAVO
2006,12,5997,LAVO
2007,1,6489,LAVO
2007,2,5127,LAVO
2007,3,7026,LAVO
2007,4,8826,LAVO
2007,5,28153,LAVO
2007,6,58337,LAVO
2007,7,91548,LAVO
2007,8,92588,LAVO
2007,9,55086,LAVO
2007,10,25758,LAVO
2007,11,9555,LAVO
2007,12,6564,LAVO
2008,1,6303,LAVO
2008,2,5568,LAVO
2008,3,6996,LAVO
2008,4,7722,LAVO
2008,5,22446,LAVO
2008,6,54644,LAVO
2008,7,84863,LAVO
2008,8,85597,LAVO
2008,9,60012,LAVO
2008,10,27025,LAVO
2008,11,8610,LAVO
2008,12,7575,LAVO
2009,1,6390,LAVO
2009,2,7149,LAVO
2009,3,6555,LAVO
2009,4,6492,LAVO
2009,5,21683,LAVO
2009,6,54537,LAVO
2009,7,82833,LAVO
2009,8,81082,LAVO
2009,9,57226,LAVO
2009,10,24094,LAVO
2009,11,9087,LAVO
2009,12,8511,LAVO
2010,1,8364,LAVO
2010,2,4842,LAVO
2010,3,7146,LAVO
2010,4,7428,LAVO
2010,5,18154,LAVO
2010,6,50934,LAVO
2010,7,90517,LAVO
2010,8,74012,LAVO
2010,9,63200,LAVO
2010,10,45603,LAVO
2010,11,7908,LAVO
2010,12,6462,LAVO
2011,1,7518,LAVO
