Year,Month,RecreationVisits,UnitCode
2023,3,132502,ARCH
2023,4,151232,ARCH
2023,5,188274,ARCH
2023,6,180782,ARCH
2023,7,165671,ARCH
2023,8,144080,ARCH
2023,9,174673,ARCH
2023,10,140260,ARCH
2023,11,83843,ARCH
2023,12,48037,ARCH
1979,1,16992,BADL
1979,2,15887,BADL
1979,3,19375,BADL
1979,4,26056,BADL
1979,5,54710,BADL
1979,6,138423,BADL
1979,7,208498,BADL
1979,8,194501,BADL
1979,9,91880,BADL
1979,10,52486,BADL
1979,11,21169,BADL
1979,12,18023,BADL
1980,1,18025,BADL
1980,2,15890,BADL
1980,3,18203,BADL
1980,4,26416,BADL
1980,5,64454,BADL
1980,6,167212,BADL
1980,7,240671,BADL
1980,8,216200,BADL
1980,9,99345,BADL
1980,10,46812,BADL
1980,11,23410,BADL
1980,12,16014,BADL
1981,1,16460,BADL
1981,2,15772,BADL
1981,3,20524,BADL
1981,4,34168,BADL
1981,5,73357,BADL
1981,6,192909,BADL
1981,7,299383,BADL
1981,8,254029,BADL
1981,9,182838,BADL
1981,10,52592,BADL
1981,11,20636,BADL
1981,12,13284,BADL
1982,1,12264,BADL
1982,2,15202,BADL
1982,3,17899,BADL
1982,4,26518,BADL
1982,5,69073,BADL
1982,6,188644,BADL
1982,7,270076,BADL
1982,8,242958,BADL
1982,9,110020,BADL
1982,10,45298,BADL
1982,11,19208,BADL
1982,12,13324,BADL
1983,1,13843,BADL
1983,2,17445,BADL
1983,3,18776,BADL
1983,4,25203,BADL
1983,5,65184,BADL
1983,6,186972,BADL
1983,7,268962,BADL
1983,8,223451,BADL
1983,9,122929,BADL
1983,10,48777,BADL
1983,11,22014,BADL
1983,12,13425,BADL
1984,1,13148,BADL
1984,2,15927,BADL
1984,3,16203,BADL
1984,4,24789,BADL
1984,5,75496,BADL
1984,6,202728,BADL
1984,7,298925,BADL
1984,8,238997,BADL
1984,9,139742,BADL
1984,10,51005,BADL
1984,11,22026,BADL
1984,12,14689,BADL
1985,1,13252,BADL
1985,2,18072,BADL
1985,3,16644,BADL
1985,4,33185,BADL
1985,5,77782,BADL
1985,6,188172,BADL
1985,7,199978,BADL
1985,8,222573,BADL
1985,9,104192,BADL
1985,10,50506,BADL
1985,11,13811,BADL
1985,12,12075,BADL
1986,1,13173,BADL
1986,2,12457,BADL
1986,3,18332,BADL
1986,4,28062,BADL
1986,5,81991,BADL
1986,6,168772,BADL
1986,7,262462,BADL
1986,8,249847,BADL
1986,9,115800,BADL
1986,10,41512,BADL
1986,11,17110,BADL
1986,12,16112,BADL
1987,1,14852,BADL
1987,2,15034,BADL
1987,3,16654,BADL
1987,4,33749,BADL
1987,5,90443,BADL
1987,6,205798,BADL
1987,7,282231,BADL
1987,8,294355,BADL
1987,9,127609,BADL
1987,10,52398,BADL
1987,11,24631,BADL
1987,12,16644,BADL
1988,1,13580,BADL
1988,2,15719,BADL
1988,3,20982,BADL
1988,4,35432,BADL
1988,5,97143,BADL
1988,6,212076,BADL
1988,7,281371,BADL
1988,8,209496,BADL
1988,9,126459,BADL
1988,10,54669,BADL
1988,11,27792,BADL
1988,12,15321,BADL
1989,1,15639,BADL
1989,2,15150,BADL
1989,3,23466,BADL
1989,4,32748,BADL
1989,5,89411,BADL
1989,6,229324,BADL
1989,7,305833,BADL
1989,8,284663,BADL
1989,9,140774,BADL
1989,10,60704,BADL
1989,11,23860,BADL
1989,12,16384,BADL
1990,1,17072,BADL
1990,2,16510,BADL
1990,3,25857,BADL
1990,4,38693,BADL
1990,5,95403,BADL
1990,6,241925,BADL
1990,7,337849,BADL
1990,8,304124,BADL
1990,9,135424,BADL
1990,10,66670,BADL
1990,11,26415,BADL
1990,12,20533,BADL
1991,1,16997,BADL
1991,2,18277,BADL
1991,3,26613,BADL
1991,4,96014,BADL
1991,5,115677,BADL
1991,6,255869,BADL
1991,7,363803,BADL
1991,8,333715,BADL
1991,9,180250,BADL
1991,10,70108,BADL
1991,11,22154,BADL
1991,12,18919,BADL
1992,1,8513,BADL
1992,2,8148,BADL
1992,3,19494,BADL
1992,4,27163,BADL
1992,5,78904,BADL
1992,6,214252,BADL
1992,7,271982,BADL
1992,8,349509,BADL
1992,9,142107,BADL
1992,10,60738,BADL
1992,11,14227,BADL
1992,12,10260,BADL
1993,1,9886,BADL
1993,2,9566,BADL
1993,3,17086,BADL
1993,4,26717,BADL
1993,5,70690,BADL
1993,6,192956,BADL
1993,7,311931,BADL
1993,8,351234,BADL
1993,9,120981,BADL
1993,10,40869,BADL
1993,11,15791,BADL
1993,12,11751,BADL
1994,1,8995,BADL
1994,2,8662,BADL
1994,3,19434,BADL
1994,4,21843,BADL
1994,5,76263,BADL
1994,6,185125,BADL
1994,7,289085,BADL
1994,8,341930,BADL
1994,9,111980,BADL
1994,10,36357,BADL
1994,11,19076,BADL
1994,12,11709,BADL
1995,1,9689,BADL
1995,2,11367,BADL
1995,3,17711,BADL
1995,4,24072,BADL
1995,5,64642,BADL
1995,6,185944,BADL
1995,7,283530,BADL
1995,8,288225,BADL
1995,9,122438,BADL
1995,10,43214,BADL
1995,11,16971,BADL
1995,12,7766,BADL
1996,1,6276,BADL
1996,2,9133,BADL
1996,3,9457,BADL
1996,4,14865,BADL
1996,5,54339,BADL
1996,6,168458,BADL
1996,7,269852,BADL
1996,8,298697,BADL
1996,9,124891,BADL
1996,10,53291,BADL
1996,11,11090,BADL
1996,12,4356,BADL
1997,1,9197,BADL
1997,2,5400,BADL
1997,3,8952,BADL
1997,4,21386,BADL
1997,5,65723,BADL
1997,6,185921,BADL
1997,7,256102,BADL
1997,8,248190,BADL
1997,9,110533,BADL
1997,10,43189,BADL
1997,11,11219,BADL
1997,12,4884,BADL
1998,1,6490,BADL
1998,2,5369,BADL
1998,3,6629,BADL
1998,4,19097,BADL
1998,5,72123,BADL
1998,6,214871,BADL
1998,7,243051,BADL
1998,8,253556,BADL
1998,9,125014,BADL
1998,10,57885,BADL
1998,11,11298,BADL
1998,12,5666,BADL
1999,1,5410,BADL
1999,2,7581,BADL
1999,3,10258,BADL
1999,4,19891,BADL
1999,5,64000,BADL
1999,6,203379,BADL
1999,7,222487,BADL
1999,8,254142,BADL
1999,9,99008,BADL
1999,10,42865,BADL
1999,11,14217,BADL
1999,12,7215,BADL
2000,1,7680,BADL
2000,2,7216,BADL
2000,3,12379,BADL
2000,4,19597,BADL
2000,5,56457,BADL
2000,6,241202,BADL
2000,7,264707,BADL
2000,8,319967,BADL
2000,9,113551,BADL
2000,10,44591,BADL
2000,11,11928,BADL
2000,12,6549,BADL
2001,1,9007,BADL
2001,2,5016,BADL
2001,3,8837,BADL
2001,4,18906,BADL
2001,5,60758,BADL
2001,6,192749,BADL
2001,7,237981,BADL
2001,8,254819,BADL
2001,9,105127,BADL
2001,10,41749,BADL
2001,11,14309,BADL
2001,12,6211,BADL
2002,1,9372,BADL
2002,2,9139,BADL
2002,3,8198,BADL
2002,4,22400,BADL
2002,5,56138,BADL
2002,6,195007,BADL
2002,7,223994,BADL
2002,8,219701,BADL
2002,9,100651,BADL
2002,10,39023,BADL
2002,11,19121,BADL
2002,12,6154,BADL
2003,1,5011,BADL
2003,2,3674,BADL
2003,3,8100,BADL
2003,4,13483,BADL
2003,5,49165,BADL
2003,6,154035,BADL
2003,7,229203,BADL
2003,8,236385,BADL
2003,9,109614,BADL
2003,10,35712,BADL
2003,11,15818,BADL
2003,12,10834,BADL
2004,1,10032,BADL
2004,2,7214,BADL
2004,3,17981,BADL
2004,4,29627,BADL
2004,5,61399,BADL
2004,6,165208,BADL
2004,7,227954,BADL
2004,8,241351,BADL
2004,9,98625,BADL
2004,10,43979,BADL
2004,11,18598,BADL
2004,12,14062,BADL
2005,1,11686,BADL
2005,2,11158,BADL
2005,3,17670,BADL
2005,4,25338,BADL
2005,5,62729,BADL
2005,6,175943,BADL
2005,7,230425,BADL
2005,8,222918,BADL
2005,9,89849,BADL
2005,10,40128,BADL
2005,11,13176,BADL
2005,12,8126,BADL
2006,1,9365,BADL
2006,2,8129,BADL
2006,3,12192,BADL
2006,4,21437,BADL
2006,5,62224,BADL
2006,6,165119,BADL
2006,7,203452,BADL
2006,8,198003,BADL
2006,9,91615,BADL
2006,10,39023,BADL
2006,11,20369,BADL
2006,12,9190,BADL
2007,1,14820,BADL
2007,2,7448,BADL
2007,3,15319,BADL
2007,4,24350,BADL
2007,5,68211,BADL
2007,6,177612,BADL
2007,7,217962,BADL
2007,8,201031,BADL
2007,9,95505,BADL
2007,10,42105,BADL
2007,11,14174,BADL
2007,12,8117,BADL
2008,1,7836,BADL
2008,2,7351,BADL
2008,3,13937,BADL
2008,4,19620,BADL
2008,5,62637,BADL
2008,6,169249,BADL
2008,7,216713,BADL
2008,8,201226,BADL
2008,9,94323,BADL
2008,10,36505,BADL
2008,11,9329,BADL
2008,12,7008,BADL
2009,1,7332,BADL
2009,2,7639,BADL
2009,3,11875,BADL
2009,4,25911,BADL
2009,5,69831,BADL
2009,6,189139,BADL
2009,7,249779,BADL
2009,8,215299,BADL
2009,9,105471,BADL
2009,10,32610,BADL
2009,11,12886,BADL
2009,12,6146,BADL
2010,1,6696,BADL
2010,2,6722,BADL
2010,3,7752,BADL
2010,4,23423,BADL
2010,5,71909,BADL
2010,6,192904,BADL
2010,7,238189,BADL
2010,8,230914,BADL
2010,9,130822,BADL
2010,10,46929,BADL
2010,11,13368,BADL
2010,12,8150,BADL
2011,1,6646,BADL
2011,2,6818,BADL
2011,3,16375,BADL
2011,4,20652,BADL
2011,5,58637,BADL
2011,6,169056,BADL
2011,7,217178,BADL
2011,8,188638,BADL
2011,9,116187,BADL
2011,10,40910,BADL
2011,11,17133,BADL
2011,12,12511,BADL
2012,1,9660,BADL
2012,2,10908,BADL
2012,3,22784,BADL
2012,4,31658,BADL
2012,5,72568,BADL
2012,6,162676,BADL
2012,7,209064,BADL
2012,8,189830,BADL
2012,9,103606,BADL
2012,10,40449,BADL
2012,11,17791,BADL
2012,12,12412,BADL
2013,1,11882,BADL
2013,2,11033,BADL
2013,3,18258,BADL
2013,4,20750,BADL
2013,5,65043,BADL
2013,6,177507,BADL
2013,7,225096,BADL
2013,8,208579,BADL
2013,9,104029,BADL
2013,10,25530,BADL
2013,11,16663,BADL
2013,12,8002,BADL
2014,1,9548,BADL
2014,2,8671,BADL
2014,3,15898,BADL
2014,4,25054,BADL
2014,5,63131,BADL
2014,6,168011,BADL
2014,7,210370,BADL
2014,8,208807,BADL
2014,9,96882,BADL
2014,10,36929,BADL
2014,11,13973,BADL
2014,12,10820,BADL
2015,1,10414,BADL
2015,2,10942,BADL
2015,3,21924,BADL
2015,4,27193,BADL
2015,5,68239,BADL
2015,6,191593,BADL
2015,7,245400,BADL
2015,8,231866,BADL
2015,9,117724,BADL
2015,10,34498,BADL
2015,11,16771,BADL
2015,12,12790,BADL
2016,1,10826,BADL
2016,2,10921,BADL
2016,3,20501,BADL
2016,4,22812,BADL
2016,5,78863,BADL
2016,6,196209,BADL
2016,7,249194,BADL
2016,8,217071,BADL
2016,9,129350,BADL
2016,10,33380,BADL
2016,11,17970,BADL
2016,12,9166,BADL
2017,1,10380,BADL
2017,2,11149,BADL
2017,3,21498,BADL
2017,4,23166,BADL
2017,5,85967,BADL
2017,6,213966,BADL
2017,7,263506,BADL
2017,8,237125,BADL
2017,9,127598,BADL
2017,10,33426,BADL
2017,11,16807,BADL
2017,12,9737,BADL
2018,1,10610,BADL
2018,2,9456,BADL
2018,3,16616,BADL
2018,4,21343,BADL
2018,5,84527,BADL
2018,6,208645,BADL
2018,7,263863,BADL
2018,8,217350,BADL
2018,9,116826,BADL
2018,10,33527,BADL
2018,11,16442,BADL
2018,12,9737,BADL
2019,1,8981,BADL
2019,2,8059,BADL
2019,3,16517,BADL
2019,4,25083,BADL
2019,5,71885,BADL
2019,6,201516,BADL
2019,7,250898,BADL
2019,8,207743,BADL
2019,9,118262,BADL
2019,10,37727,BADL
2019,11,15450,BADL
2019,12,8877,BADL
2020,1,10145,BADL
2020,2,9979,BADL
2020,3,17183,BADL
2020,4,17290,BADL
2020,5,55637,BADL
2020,6,167784,BADL
2020,7,238875,BADL
2020,8,220523,BADL
2020,9,109186,BADL
2020,10,40508,BADL
2020,11,18926,BADL
2020,12,10896,BADL
2021,1,14899,BADL
2021,2,11350,BADL
2021,3,28182,BADL
2021,4,42749,BADL
2021,5,109764,BADL
2021,6,256041,BADL
2021,7,288004,BADL
2021,8,236282,BADL
2021,9,138477,BADL
2021,10,66941,BADL
2021,11,23432,BADL
2021,12,8105,BADL
2022,1,12671,BADL
2022,2,12866,BADL
2022,3,25276,BADL
2022,4,34943,BADL
2022,5,98542,BADL
2022,6,204969,BADL
2022,7,224054,BADL
2022,8,184816,BADL
2022,9,121571,BADL
2022,10,61115,BADL
2022,11,19720,BADL
2022,12,6266,BADL
2023,1,10925,BADL
2023,2,11426,BADL
2023,3,22390,BADL
2023,4,30572,BADL
2023,5,99117,BADL
2023,6,198393,BADL
2023,7,248304,BADL
2023,8,202433,BADL
2023,9,142610,BADL
2023,10,53066,BADL
2023,11,16467,BADL
2023,12,10697,BADL
1979,1,22294,BIBE
1979,2,16796,BIBE
1979,3,45669,BIBE
1979,4,44866,BIBE
1979,5,18691,BIBE
1979,6,28633,BIBE
1979,7,15990,BIBE
1979,8,18432,BIBE
1979,9,19056,BIBE
1979,10,16633,BIBE
1979,11,26879,BIBE
1979,12,9002,BIBE
1980,1,23095,BIBE
1980,2,14945,BIBE
1980,3,30237,BIBE
1980,4,25430,BIBE
1980,5,14458,BIBE
1980,6,11467,BIBE
1980,7,8574,BIBE
1980,8,9197,BIBE
1980,9,9309,BIBE
1980,10,10343,BIBE
1980,11,9999,BIBE
1980,12,6954,BIBE
1981,1,12816,BIBE
1981,2,9092,BIBE
1981,3,25057,BIBE
1981,4,24094,BIBE
1981,5,17269,BIBE
1981,6,13084,BIBE
1981,7,12463,BIBE
1981,8,11407,BIBE
1981,9,10222,BIBE
1981,10,8615,BIBE
1981,11,12290,BIBE
1981,12,10923,BIBE
1982,1,13518,BIBE
1982,2,12016,BIBE
1982,3,24188,BIBE
1982,4,25565,BIBE
1982,5,16900,BIBE
1982,6,16763,BIBE
1982,7,12623,BIBE
1982,8,12969,BIBE
1982,9,9395,BIBE
1982,10,13289,BIBE
1982,11,13937,BIBE
1982,12,8981,BIBE
1983,1,10415,BIBE
1983,2,10141,BIBE
1983,3,20173,BIBE
1983,4,20457,BIBE
1983,5,15563,BIBE
1983,6,14586,BIBE
1983,7,14103,BIBE
1983,8,11294,BIBE
1983,9,10003,BIBE
1983,10,12502,BIBE
1983,11,16490,BIBE
1983,12,9199,BIBE
1984,1,9320,BIBE
1984,2,14211,BIBE
1984,3,31219,BIBE
1984,4,24484,BIBE
1984,5,13477,BIBE
1984,6,13121,BIBE
1984,7,9465,BIBE
1984,8,10769,BIBE
1984,9,7683,BIBE
1984,10,9323,BIBE
1984,11,14548,BIBE
1984,12,10045,BIBE
1985,1,11530,BIBE
1985,2,12586,BIBE
1985,3,27573,BIBE
1985,4,28268,BIBE
1985,5,16351,BIBE
1985,6,15597,BIBE
1985,7,10093,BIBE
1985,8,11927,BIBE
1985,9,11109,BIBE
1985,10,14360,BIBE
1985,11,15559,BIBE
1985,12,13092,BIBE
1986,1,11279,BIBE
1986,2,13792,BIBE
1986,3,30013,BIBE
1986,4,32280,BIBE
1986,5,18883,BIBE
1986,6,17504,BIBE
1986,7,13629,BIBE
1986,8,11578,BIBE
1986,9,11085,BIBE
1986,10,12262,BIBE
1986,11,14338,BIBE
1986,12,13979,BIBE
1987,1,15723,BIBE
1987,2,19487,BIBE
1987,3,30745,BIBE
1987,4,31975,BIBE
1987,5,27676,BIBE
1987,6,21198,BIBE
1987,7,13397,BIBE
1987,8,11640,BIBE
1987,9,10020,BIBE
1987,10,17159,BIBE
1987,11,18394,BIBE
1987,12,10507,BIBE
1988,1,7488,BIBE
1988,2,11925,BIBE
1988,3,35212,BIBE
1988,4,36714,BIBE
1988,5,23661,BIBE
1988,6,22719,BIBE
1988,7,17217,BIBE
1988,8,15373,BIBE
1988,9,15799,BIBE
1988,10,17243,BIBE
1988,11,22089,BIBE
1988,12,14155,BIBE
1989,1,15999,BIBE
1989,2,24554,BIBE
1989,3,38906,BIBE
1989,4,35090,BIBE
1989,5,18780,BIBE
1989,6,21350,BIBE
1989,7,22965,BIBE
1989,8,12777,BIBE
1989,9,16539,BIBE
1989,10,24827,BIBE
1989,11,28475,BIBE
1989,12,21466,BIBE
1990,1,16452,BIBE
1990,2,19836,BIBE
1990,3,39005,BIBE
1990,4,32422,BIBE
1990,5,16292,BIBE
1990,6,18026,BIBE
1990,7,12267,BIBE
1990,8,6255,BIBE
1990,9,16539,BIBE
1990,10,24827,BIBE
1990,11,23786,BIBE
1990,12,31671,BIBE
1991,1,17977,BIBE
1991,2,22600,BIBE
1991,3,40896,BIBE
1991,4,53221,BIBE
1991,5,24502,BIBE
1991,6,23287,BIBE
1991,7,15938,BIBE
1991,8,21048,BIBE
1991,9,13096,BIBE
1991,10,20709,BIBE
1991,11,24073,BIBE
1991,12,19123,BIBE
1992,1,23838,BIBE
1992,2,25624,BIBE
1992,3,35180,BIBE
1992,4,46568,BIBE
1992,5,28153,BIBE
1992,6,21756,BIBE
1992,7,18954,BIBE
1992,8,16611,BIBE
1992,9,12824,BIBE
1992,10,22492,BIBE
1992,11,23412,BIBE
1992,12,19123,BIBE
1993,1,26182,BIBE
1993,2,25205,BIBE
1993,3,54643,BIBE
1993,4,45573,BIBE
1993,5,26348,BIBE
1993,6,24032,BIBE
1993,7,18426,BIBE
1993,8,15839,BIBE
1993,9,18372,BIBE
1993,10,21299,BIBE
1993,11,31317,BIBE
1993,12,20671,BIBE
1994,1,25516,BIBE
1994,2,30867,BIBE
1994,3,56015,BIBE
1994,4,45289,BIBE
1994,5,28750,BIBE
1994,6,29870,BIBE
1994,7,13092,BIBE
1994,8,17400,BIBE
1994,9,17816,BIBE
1994,10,20827,BIBE
1994,11,31664,BIBE
1994,12,13311,BIBE
1995,1,23945,BIBE
1995,2,31503,BIBE
1995,3,64318,BIBE
1995,4,37136,BIBE
1995,5,25568,BIBE
1995,6,19940,BIBE
1995,7,17250,BIBE
1995,8,13652,BIBE
1995,9,14497,BIBE
1995,10,24209,BIBE
1995,11,18890,BIBE
1995,12,4552,BIBE
1996,1,12351,BIBE
1996,2,21681,BIBE
1996,3,39703,BIBE
1996,4,38100,BIBE
1996,5,28018,BIBE
1996,6,24114,BIBE
1996,7,17008,BIBE
1996,8,15820,BIBE
1996,9,15954,BIBE
1996,10,22198,BIBE
1996,11,26188,BIBE
1996,12,18319,BIBE
1997,1,23729,BIBE
1997,2,27249,BIBE
1997,3,49984,BIBE
1997,4,39816,BIBE
1997,5,29506,BIBE
1997,6,20799,BIBE
1997,7,16292,BIBE
1997,8,9190,BIBE
1997,9,13579,BIBE
1997,10,24675,BIBE
1997,11,24397,BIBE
1997,12,26666,BIBE
1998,1,27089,BIBE
1998,2,29133,BIBE
1998,3,52310,BIBE
1998,4,45769,BIBE
1998,5,27858,BIBE
1998,6,22319,BIBE
1998,7,11138,BIBE
1998,8,13217,BIBE
1998,9,17701,BIBE
1998,10,30007,BIBE
1998,11,27028,BIBE
1998,12,34873,BIBE
1999,1,22645,BIBE
1999,2,28894,BIBE
1999,3,57050,BIBE
1999,4,41122,BIBE
1999,5,30280,BIBE
1999,6,17512,BIBE
1999,7,10675,BIBE
1999,8,13410,BIBE
1999,9,16658,BIBE
1999,10,23716,BIBE
1999,11,30843,BIBE
1999,12,34844,BIBE
2000,1,23865,BIBE
2000,2,35835,BIBE
2000,3,31445,BIBE
2000,4,22281,BIBE
2000,5,16352,BIBE
2000,6,16222,BIBE
2000,7,16393,BIBE
2000,8,6682,BIBE
2000,9,19661,BIBE
2000,10,25168,BIBE
2000,11,32004,BIBE
2000,12,16412,BIBE
2001,1,23336,BIBE
2001,2,31723,BIBE
2001,3,60987,BIBE
2001,4,43056,BIBE
2001,5,36080,BIBE
2001,6,17498,BIBE
2001,7,16804,BIBE
2001,8,12117,BIBE
2001,9,16649,BIBE
2001,10,19443,BIBE
2001,11,36055,BIBE
2001,12,15179,BIBE
2002,1,32123,BIBE
2002,2,30058,BIBE
2002,3,54004,BIBE
2002,4,38307,BIBE
2002,5,30481,BIBE
2002,6,19998,BIBE
2002,7,15773,BIBE
2002,8,15895,BIBE
2002,9,15016,BIBE
2002,10,25371,BIBE
2002,11,24775,BIBE
2002,12,25946,BIBE
2003,1,27725,BIBE
2003,2,25488,BIBE
2003,3,48783,BIBE
2003,4,42992,BIBE
2003,5,21305,BIBE
2003,6,18558,BIBE
2003,7,15225,BIBE
2003,8,15086,BIBE
2003,9,15387,BIBE
2003,10,22834,BIBE
2003,11,30981,BIBE
2003,12,28020,BIBE
2004,1,21827,BIBE
2004,2,26173,BIBE
2004,3,44130,BIBE
2004,4,53050,BIBE
2004,5,19924,BIBE
2004,6,18229,BIBE
2004,7,18171,BIBE
2004,8,29821,BIBE
2004,9,24288,BIBE
2004,10,25221,BIBE
2004,11,39418,BIBE
2004,12,37471,BIBE
2005,1,27226,BIBE
2005,2,35308,BIBE
2005,3,48227,BIBE
2005,4,56617,BIBE
2005,5,26924,BIBE
2005,6,39520,BIBE
2005,7,17881,BIBE
2005,8,43332,BIBE
2005,9,29690,BIBE
2005,10,17629,BIBE
2005,11,33235,BIBE
2005,12,22994,BIBE
2006,1,16898,BIBE
2006,2,27261,BIBE
2006,3,46614,BIBE
2006,4,38497,BIBE
2006,5,24876,BIBE
2006,6,18796,BIBE
2006,7,14555,BIBE
2006,8,19619,BIBE
2006,9,12935,BIBE
2006,10,22837,BIBE
2006,11,40705,BIBE
2006,12,15124,BIBE
2007,1,23310,BIBE
2007,2,36824,BIBE
2007,3,80773,BIBE
2007,4,36261,BIBE
2007,5,17461,BIBE
2007,6,17264,BIBE
2007,7,20924,BIBE
2007,8,14233,BIBE
2007,9,23148,BIBE
2007,10,33960,BIBE
2007,11,29212,BIBE
2007,12,31486,BIBE
2008,1,23357,BIBE
2008,2,31187,BIBE
2008,3,50880,BIBE
2008,4,54293,BIBE
2008,5,42056,BIBE
2008,6,20538,BIBE
2008,7,14128,BIBE
2008,8,14082,BIBE
2008,9,21681,BIBE
2008,10,27794,BIBE
2008,11,30998,BIBE
2008,12,31518,BIBE
2009,1,38612,BIBE
2009,2,27275,BIBE
2009,3,47909,BIBE
2009,4,54443,BIBE
2009,5,26176,BIBE
2009,6,24593,BIBE
2009,7,17780,BIBE
2009,8,16096,BIBE
2009,9,21066,BIBE
2009,10,24435,BIBE
2009,11,33971,BIBE
2009,12,31549,BIBE
2010,1,24619,BIBE
2010,2,25146,BIBE
2010,3,66156,BIBE
2010,4,53823,BIBE
2010,5,30595,BIBE
2010,6,13561,BIBE
2010,7,15643,BIBE
2010,8,34652,BIBE
2010,9,13458,BIBE
2010,10,15349,BIBE
2010,11,52485,BIBE
2010,12,26843,BIBE
2011,1,53588,BIBE
2011,2,40813,BIBE
2011,3,39547,BIBE
2011,4,15444,BIBE
2011,5,39919,BIBE
2011,6,21392,BIBE
2011,7,15188,BIBE
2011,8,14541,BIBE
2011,9,24934,BIBE
2011,10,37912,BIBE
2011,11,40991,BIBE
2011,12,17593,BIBE
2012,1,22059,BIBE
2012,2,45585,BIBE
2012,3,32590,BIBE
2012,4,27375,BIBE
2012,5,37775,BIBE
2012,6,19330,BIBE
2012,7,14397,BIBE
2012,8,13451,BIBE
2012,9,16211,BIBE
2012,10,20958,BIBE
2012,11,24750,BIBE
2012,12,17574,BIBE
2013,1,22986,BIBE
2013,2,46573,BIBE
2013,3,39336,BIBE
2013,4,33664,BIBE
2013,5,39578,BIBE
2013,6,17284,BIBE
2013,7,13801,BIBE
2013,8,13856,BIBE
2013,9,14020,BIBE
2013,10,30835,BIBE
2013,11,22710,BIBE
2013,12,22310,BIBE
2014,1,28410,BIBE
2014,2,24159,BIBE
2014,3,53839,BIBE
2014,4,38574,BIBE
2014,5,23653,BIBE
2014,6,23963,BIBE
2014,7,14359,BIBE
2014,8,16246,BIBE
2014,9,22475,BIBE
2014,10,29882,BIBE
2014,11,17169,BIBE
2014,12,21373,BIBE
2015,1,30297,BIBE
2015,2,39199,BIBE
2015,3,68292,BIBE
2015,4,43927,BIBE
2015,5,30707,BIBE
2015,6,16697,BIBE
2015,7,22887,BIBE
2015,8,17562,BIBE
2015,9,16678,BIBE
2015,10,23237,BIBE
2015,11,42687,BIBE
2015,12,29577,BIBE
2016,1,36716,BIBE
2016,2,44176,BIBE
2016,3,54642,BIBE
2016,4,37280,BIBE
2016,5,40935,BIBE
2016,6,18630,BIBE
2016,7,16165,BIBE
2016,8,16144,BIBE
2016,9,18406,BIBE
2016,10,26806,BIBE
2016,11,45443,BIBE
2016,12,32947,BIBE
2017,1,35105,BIBE
2017,2,41670,BIBE
2017,3,74735,BIBE
2017,4,49609,BIBE
2017,5,37045,BIBE
2017,6,23500,BIBE
2017,7,20599,BIBE
2017,8,16382,BIBE
2017,9,19734,BIBE
2017,10,35094,BIBE
2017,11,45739,BIBE
2017,12,41064,BIBE
2018,1,33434,BIBE
2018,2,42670,BIBE
2018,3,75897,BIBE
2018,4,48454,BIBE
2018,5,35993,BIBE
2018,6,20335,BIBE
2018,7,19416,BIBE
2018,8,16895,BIBE
2018,9,21625,BIBE
2018,10,35547,BIBE
2018,11,46998,BIBE
2018,12,42827,BIBE
2019,1,29318,BIBE
2019,2,43129,BIBE
2019,3,83826,BIBE
2019,4,49312,BIBE
2019,5,37411,BIBE
2019,6,21228,BIBE
2019,7,21747,BIBE
2019,8,17238,BIBE
2019,9,21246,BIBE
2019,10,42724,BIBE
2019,11,50688,BIBE
2019,12,45965,BIBE
2020,1,43740,BIBE
2020,2,50584,BIBE
2020,3,61413,BIBE
2020,4,0,BIBE
2020,5,0,BIBE
2020,6,26735,BIBE
2020,7,0,BIBE
2020,8,10860,BIBE
2020,9,26515,BIBE
2020,10,51231,BIBE
2020,11,62515,BIBE
2020,12,60314,BIBE
2021,1,50298,BIBE
2021,2,43889,BIBE
2021,3,89914,BIBE
2021,4,67628,BIBE
2021,5,53067,BIBE
2021,6,33533,BIBE
2021,7,27321,BIBE
2021,8,20207,BIBE
2021,9,28985,BIBE
2021,10,49816,BIBE
2021,11,59467,BIBE
2021,12,57095,BIBE
2022,1,46768,BIBE
2022,2,47229,BIBE
2022,3,85414,BIBE
2022,4,59337,BIBE
2022,5,40722,BIBE
2022,6,22385,BIBE
2022,7,19117,BIBE
2022,8,14915,BIBE
2022,9,23710,BIBE
2022,10,45546,BIBE
2022,11,57158,BIBE
2022,12,51806,BIBE
2023,1,45373,BIBE
2023,2,48362,BIBE
2023,3,83159,BIBE
2023,4,62014,BIBE
2023,5,40011,BIBE
2023,6,22634,BIBE
2023,7,16913,BIBE
2023,8,12760,BIBE
2023,9,22637,BIBE
2023,10,44332,BIBE
2023,11,56400,BIBE
2023,12,54534,BIBE
1979,1,10216,BISC
1979,2,13979,BISC
1979,3,17010,BISC
1979,4,19773,BISC
1979,5,23505,BISC
1979,6,19107,BISC
1979,7,22740,BISC
1979,8,21110,BISC
1979,9,10129,BISC
1979,10,13936,BISC
1979,11,13029,BISC
1979,12,18404,BISC
1980,1,23008,BISC
1980,2,16373,BISC
1980,3,17582,BISC
1980,4,22600,BISC
1980,5,24102,BISC
1980,6,25117,BISC
1980,7,27412,BISC
1980,8,26232,BISC
1980,9,17871,BISC
1980,10,17835,BISC
1980,11,17704,BISC
1980,12,12235,BISC
1981,1,15537,BISC
1981,2,19828,BISC
1981,3,22080,BISC
1981,4,25652,BISC
1981,5,35701,BISC
